Category,State,Year,Value
Revenue_Expenditure,Haryana,2010-11,28310
Revenue_Expenditure,Haryana,2011-12,32015
Revenue_Expenditure,Haryana,2012-13,38072
Revenue_Expenditure,Haryana,2013-14,41887
Revenue_Expenditure,Haryana,2014-15,54919
Revenue_Expenditure,Haryana,2015-16,61870
Revenue_Expenditure,Himachal Pradesh,1980-81,188
Revenue_Expenditure,Himachal Pradesh,1981-82,212
Revenue_Expenditure,Himachal Pradesh,1982-83,263
Revenue_Expenditure,Himachal Pradesh,1983-84,284
Revenue_Expenditure,Himachal Pradesh,1984-85,344
Revenue_Expenditure,Himachal Pradesh,1985-86,411
Revenue_Expenditure,Himachal Pradesh,1986-87,464
Revenue_Expenditure,Himachal Pradesh,1987-88,609
Revenue_Expenditure,Himachal Pradesh,1988-89,768
Revenue_Expenditure,Himachal Pradesh,1989-90,783
Revenue_Expenditure,Himachal Pradesh,1990-91,902
Revenue_Expenditure,Himachal Pradesh,1991-92,983
Revenue_Expenditure,Himachal Pradesh,1992-93,1146
Revenue_Expenditure,Himachal Pradesh,1993-94,1352
Revenue_Expenditure,Himachal Pradesh,1994-95,1614
Revenue_Expenditure,Himachal Pradesh,1995-96,1904
Revenue_Expenditure,Himachal Pradesh,1996-97,2147
Revenue_Expenditure,Himachal Pradesh,1997-98,2699
Revenue_Expenditure,Himachal Pradesh,1998-99,3334
Revenue_Expenditure,Himachal Pradesh,1999-00,3822
Revenue_Expenditure,Himachal Pradesh,2000-01,4376
Revenue_Expenditure,Himachal Pradesh,2001-02,4576
Revenue_Expenditure,Himachal Pradesh,2002-03,5141
Revenue_Expenditure,Himachal Pradesh,2003-04,5588
Revenue_Expenditure,Himachal Pradesh,2004-05,5793
Revenue_Expenditure,Himachal Pradesh,2005-06,6466
Revenue_Expenditure,Himachal Pradesh,2006-07,7644
Revenue_Expenditure,Himachal Pradesh,2007-08,8292
Revenue_Expenditure,Himachal Pradesh,2008-09,9438
Revenue_Expenditure,Himachal Pradesh,2009-10,11151
Revenue_Expenditure,Himachal Pradesh,2010-11,13246
Revenue_Expenditure,Himachal Pradesh,2011-12,13898
Revenue_Expenditure,Himachal Pradesh,2012-13,16174
Revenue_Expenditure,Himachal Pradesh,2013-14,17352
Revenue_Expenditure,Himachal Pradesh,2014-15,20445
Revenue_Expenditure,Himachal Pradesh,2015-16,23488
Revenue_Expenditure,Jammu & Kashmir,1980-81,273
Revenue_Expenditure,Jammu & Kashmir,1981-82,296
Revenue_Expenditure,Jammu & Kashmir,1982-83,326
Revenue_Expenditure,Jammu & Kashmir,1983-84,422
Revenue_Expenditure,Jammu & Kashmir,1984-85,509
Revenue_Expenditure,Jammu & Kashmir,1985-86,595
Revenue_Expenditure,Jammu & Kashmir,1986-87,653
Revenue_Expenditure,Jammu & Kashmir,1987-88,861
Revenue_Expenditure,Jammu & Kashmir,1988-89,966
Revenue_Expenditure,Jammu & Kashmir,1989-90,1081
Revenue_Expenditure,Jammu & Kashmir,1990-91,1249
Revenue_Expenditure,Jammu & Kashmir,1991-92,1521
Revenue_Expenditure,Jammu & Kashmir,1992-93,1782
Revenue_Expenditure,Jammu & Kashmir,1993-94,1768
Revenue_Expenditure,Jammu & Kashmir,1994-95,2324
Revenue_Expenditure,Jammu & Kashmir,1995-96,2516
Revenue_Expenditure,Jammu & Kashmir,1996-97,2899
Revenue_Expenditure,Jammu & Kashmir,1997-98,3480
Revenue_Expenditure,Jammu & Kashmir,1998-99,4909
Revenue_Expenditure,Jammu & Kashmir,1999-00,6055
Revenue_Expenditure,Jammu & Kashmir,2000-01,6685
Revenue_Expenditure,Jammu & Kashmir,2001-02,6123
Revenue_Expenditure,Jammu & Kashmir,2002-03,6413
Revenue_Expenditure,Jammu & Kashmir,2003-04,6596
Revenue_Expenditure,Jammu & Kashmir,2004-05,8188
Revenue_Expenditure,Jammu & Kashmir,2005-06,9724
Revenue_Expenditure,Jammu & Kashmir,2006-07,10067
Revenue_Expenditure,Jammu & Kashmir,2007-08,11685
Revenue_Expenditure,Jammu & Kashmir,2008-09,12447
Revenue_Expenditure,Jammu & Kashmir,2009-10,15100
Revenue_Expenditure,Jammu & Kashmir,2010-11,18467
Revenue_Expenditure,Jammu & Kashmir,2011-12,22680
Revenue_Expenditure,Jammu & Kashmir,2012-13,25117
Revenue_Expenditure,Jammu & Kashmir,2013-14,27058
Revenue_Expenditure,Jammu & Kashmir,2014-15,31051
Revenue_Expenditure,Jammu & Kashmir,2015-16,34714
Revenue_Expenditure,Jharkhand,1980-81,0
Revenue_Expenditure,Jharkhand,1981-82,0
Revenue_Expenditure,Jharkhand,1982-83,0
Revenue_Expenditure,Jharkhand,1983-84,0
Revenue_Expenditure,Jharkhand,1984-85,0
Revenue_Expenditure,Jharkhand,1985-86,0
Revenue_Expenditure,Jharkhand,1986-87,0
Revenue_Expenditure,Jharkhand,1987-88,0
Revenue_Expenditure,Jharkhand,1988-89,0
Revenue_Expenditure,Jharkhand,1989-90,0
Revenue_Expenditure,Jharkhand,1990-91,0
Revenue_Expenditure,Jharkhand,1991-92,0
Revenue_Expenditure,Jharkhand,1992-93,0
Revenue_Expenditure,Jharkhand,1993-94,0
Revenue_Expenditure,Jharkhand,1994-95,0
Revenue_Expenditure,Jharkhand,1995-96,0
Revenue_Expenditure,Jharkhand,1996-97,0
Revenue_Expenditure,Jharkhand,1997-98,0
Revenue_Expenditure,Jharkhand,1998-99,0
Revenue_Expenditure,Jharkhand,1999-00,0
Revenue_Expenditure,Jharkhand,2000-01,0
Revenue_Expenditure,Jharkhand,2001-02,5999
Revenue_Expenditure,Jharkhand,2002-03,7737
Revenue_Expenditure,Jharkhand,2003-04,7302
Revenue_Expenditure,Jharkhand,2004-05,8419
Revenue_Expenditure,Jharkhand,2005-06,9756
Revenue_Expenditure,Jharkhand,2006-07,11234
Revenue_Expenditure,Jharkhand,2007-08,13096
Revenue_Expenditure,Jharkhand,2008-09,15479
Revenue_Expenditure,Jharkhand,2009-10,17227
Revenue_Expenditure,Jharkhand,2010-11,20243
Revenue_Expenditure,Jharkhand,2011-12,20992
Revenue_Expenditure,Jharkhand,2012-13,23398
Revenue_Expenditure,Jharkhand,2013-14,23431
Revenue_Expenditure,Jharkhand,2014-15,40073
Revenue_Expenditure,Jharkhand,2015-16,43343
Revenue_Expenditure,Karnataka,1980-81,895
Revenue_Expenditure,Karnataka,1981-82,1002
Revenue_Expenditure,Karnataka,1982-83,1239
Revenue_Expenditure,Karnataka,1983-84,1417
Revenue_Expenditure,Karnataka,1984-85,1884
Revenue_Expenditure,Karnataka,1985-86,2098
Revenue_Expenditure,Karnataka,1986-87,2205
Revenue_Expenditure,Karnataka,1987-88,2667
Revenue_Expenditure,Karnataka,1988-89,3002
Revenue_Expenditure,Karnataka,1989-90,3483
Revenue_Expenditure,Karnataka,1990-91,3971
Revenue_Expenditure,Karnataka,1991-92,4954
Revenue_Expenditure,Karnataka,1992-93,5592
Revenue_Expenditure,Karnataka,1993-94,6208
Revenue_Expenditure,Karnataka,1994-95,7265
Revenue_Expenditure,Karnataka,1995-96,8481
Revenue_Expenditure,Karnataka,1996-97,10201
Revenue_Expenditure,Karnataka,1997-98,10890
Revenue_Expenditure,Karnataka,1998-99,12446
Revenue_Expenditure,Karnataka,1999-00,15232
Revenue_Expenditure,Karnataka,2000-01,16685
Revenue_Expenditure,Karnataka,2001-02,18606
Revenue_Expenditure,Karnataka,2002-03,18814
Revenue_Expenditure,Karnataka,2003-04,21285
Revenue_Expenditure,Karnataka,2004-05,24932
Revenue_Expenditure,Karnataka,2005-06,28041
Revenue_Expenditure,Karnataka,2006-07,33435
Revenue_Expenditure,Karnataka,2007-08,37375
Revenue_Expenditure,Karnataka,2008-09,41659
Revenue_Expenditure,Karnataka,2009-10,47537
Revenue_Expenditure,Karnataka,2010-11,54034
Revenue_Expenditure,Karnataka,2011-12,65115
Revenue_Expenditure,Karnataka,2012-13,76293
Revenue_Expenditure,Karnataka,2013-14,89190
Revenue_Expenditure,Karnataka,2014-15,108748
Revenue_Expenditure,Karnataka,2015-16,115450
Revenue_Expenditure,Kerala,1980-81,668
Revenue_Expenditure,Kerala,1981-82,755
Revenue_Expenditure,Kerala,1982-83,783
Revenue_Expenditure,Kerala,1983-84,992
Revenue_Expenditure,Kerala,1984-85,1139
Revenue_Expenditure,Kerala,1985-86,1445
Revenue_Expenditure,Kerala,1986-87,1655
Revenue_Expenditure,Kerala,1987-88,1781
Revenue_Expenditure,Kerala,1988-89,2061
Revenue_Expenditure,Kerala,1989-90,2298
Revenue_Expenditure,Kerala,1990-91,2825
Revenue_Expenditure,Kerala,1991-92,3216
Revenue_Expenditure,Kerala,1992-93,3656
Revenue_Expenditure,Kerala,1993-94,4293
Revenue_Expenditure,Kerala,1994-95,5066
Revenue_Expenditure,Kerala,1995-96,5826
Revenue_Expenditure,Kerala,1996-97,6788
Revenue_Expenditure,Kerala,1997-98,8241
Revenue_Expenditure,Kerala,1998-99,9228
Revenue_Expenditure,Kerala,1999-00,11566
Revenue_Expenditure,Kerala,2000-01,11878
Revenue_Expenditure,Kerala,2001-02,11662
Revenue_Expenditure,Kerala,2002-03,14756
Revenue_Expenditure,Kerala,2003-04,15496
Revenue_Expenditure,Kerala,2004-05,17169
Revenue_Expenditure,Kerala,2005-06,18424
Revenue_Expenditure,Kerala,2006-07,20825
Revenue_Expenditure,Kerala,2007-08,24892
Revenue_Expenditure,Kerala,2008-09,28224
Revenue_Expenditure,Kerala,2009-10,31132
Revenue_Expenditure,Kerala,2010-11,34665
Revenue_Expenditure,Kerala,2011-12,46045
Revenue_Expenditure,Kerala,2012-13,53489
Revenue_Expenditure,Kerala,2013-14,60486
Revenue_Expenditure,Kerala,2014-15,73852
Revenue_Expenditure,Kerala,2015-16,85259
Revenue_Expenditure,Madhya Pradesh,1980-81,1016
