Category,State,Year,Value
Gross_Fiscal_Deficits,Bihar,2008-09,2510
Gross_Fiscal_Deficits,Bihar,2009-10,5270
Gross_Fiscal_Deficits,Bihar,2010-11,3970
Gross_Fiscal_Deficits,Bihar,2011-12,5910
Gross_Fiscal_Deficits,Bihar,2012-13,6550
Gross_Fiscal_Deficits,Bihar,2013-14,8350
Gross_Fiscal_Deficits,Bihar,2014-15,32820
Gross_Fiscal_Deficits,Bihar,2015-16,13580
Gross_Fiscal_Deficits,Chhattisgarh,1980-81,0
Gross_Fiscal_Deficits,Chhattisgarh,1981-82,0
Gross_Fiscal_Deficits,Chhattisgarh,1982-83,0
Gross_Fiscal_Deficits,Chhattisgarh,1983-84,0
Gross_Fiscal_Deficits,Chhattisgarh,1984-85,0
Gross_Fiscal_Deficits,Chhattisgarh,1985-86,0
Gross_Fiscal_Deficits,Chhattisgarh,1986-87,0
Gross_Fiscal_Deficits,Chhattisgarh,1987-88,0
Gross_Fiscal_Deficits,Chhattisgarh,1988-89,0
Gross_Fiscal_Deficits,Chhattisgarh,1989-90,0
Gross_Fiscal_Deficits,Chhattisgarh,1990-91,0
Gross_Fiscal_Deficits,Chhattisgarh,1991-92,0
Gross_Fiscal_Deficits,Chhattisgarh,1992-93,0
Gross_Fiscal_Deficits,Chhattisgarh,1993-94,0
Gross_Fiscal_Deficits,Chhattisgarh,1994-95,0
Gross_Fiscal_Deficits,Chhattisgarh,1995-96,0
Gross_Fiscal_Deficits,Chhattisgarh,1996-97,0
Gross_Fiscal_Deficits,Chhattisgarh,1997-98,0
Gross_Fiscal_Deficits,Chhattisgarh,1998-99,0
Gross_Fiscal_Deficits,Chhattisgarh,1999-00,0
Gross_Fiscal_Deficits,Chhattisgarh,2000-01,-48
Gross_Fiscal_Deficits,Chhattisgarh,2001-02,1061
Gross_Fiscal_Deficits,Chhattisgarh,2002-03,970
Gross_Fiscal_Deficits,Chhattisgarh,2003-04,2200
Gross_Fiscal_Deficits,Chhattisgarh,2004-05,1230
Gross_Fiscal_Deficits,Chhattisgarh,2005-06,430
Gross_Fiscal_Deficits,Chhattisgarh,2006-07,-30
Gross_Fiscal_Deficits,Chhattisgarh,2007-08,130
Gross_Fiscal_Deficits,Chhattisgarh,2008-09,1030
Gross_Fiscal_Deficits,Chhattisgarh,2009-10,1760
Gross_Fiscal_Deficits,Chhattisgarh,2010-11,-410
Gross_Fiscal_Deficits,Chhattisgarh,2011-12,800
Gross_Fiscal_Deficits,Chhattisgarh,2012-13,2660
Gross_Fiscal_Deficits,Chhattisgarh,2013-14,5060
Gross_Fiscal_Deficits,Chhattisgarh,2014-15,5770
Gross_Fiscal_Deficits,Chhattisgarh,2015-16,6840
Gross_Fiscal_Deficits,Goa,1980-81,0
Gross_Fiscal_Deficits,Goa,1981-82,0
Gross_Fiscal_Deficits,Goa,1982-83,0
Gross_Fiscal_Deficits,Goa,1983-84,0
Gross_Fiscal_Deficits,Goa,1984-85,0
Gross_Fiscal_Deficits,Goa,1985-86,0
Gross_Fiscal_Deficits,Goa,1986-87,61
Gross_Fiscal_Deficits,Goa,1987-88,72
Gross_Fiscal_Deficits,Goa,1988-89,64
Gross_Fiscal_Deficits,Goa,1989-90,95
Gross_Fiscal_Deficits,Goa,1990-91,96
Gross_Fiscal_Deficits,Goa,1991-92,125
Gross_Fiscal_Deficits,Goa,1992-93,90
Gross_Fiscal_Deficits,Goa,1993-94,60
Gross_Fiscal_Deficits,Goa,1994-95,45
Gross_Fiscal_Deficits,Goa,1995-96,97
Gross_Fiscal_Deficits,Goa,1996-97,104
Gross_Fiscal_Deficits,Goa,1997-98,125
Gross_Fiscal_Deficits,Goa,1998-99,269
Gross_Fiscal_Deficits,Goa,1999-00,341
Gross_Fiscal_Deficits,Goa,2000-01,413
Gross_Fiscal_Deficits,Goa,2001-02,413
Gross_Fiscal_Deficits,Goa,2002-03,380
Gross_Fiscal_Deficits,Goa,2003-04,450
Gross_Fiscal_Deficits,Goa,2004-05,550
Gross_Fiscal_Deficits,Goa,2005-06,600
Gross_Fiscal_Deficits,Goa,2006-07,490
Gross_Fiscal_Deficits,Goa,2007-08,540
Gross_Fiscal_Deficits,Goa,2008-09,810
Gross_Fiscal_Deficits,Goa,2009-10,1240
Gross_Fiscal_Deficits,Goa,2010-11,570
Gross_Fiscal_Deficits,Goa,2011-12,880
Gross_Fiscal_Deficits,Goa,2012-13,1150
Gross_Fiscal_Deficits,Goa,2013-14,1350
Gross_Fiscal_Deficits,Goa,2014-15,1740
Gross_Fiscal_Deficits,Goa,2015-16,2710
Gross_Fiscal_Deficits,Gujarat,1980-81,247
Gross_Fiscal_Deficits,Gujarat,1981-82,254
Gross_Fiscal_Deficits,Gujarat,1982-83,377
Gross_Fiscal_Deficits,Gujarat,1983-84,398
Gross_Fiscal_Deficits,Gujarat,1984-85,520
Gross_Fiscal_Deficits,Gujarat,1985-86,514
Gross_Fiscal_Deficits,Gujarat,1986-87,900
Gross_Fiscal_Deficits,Gujarat,1987-88,976
Gross_Fiscal_Deficits,Gujarat,1988-89,735
Gross_Fiscal_Deficits,Gujarat,1989-90,952
Gross_Fiscal_Deficits,Gujarat,1990-91,1798
Gross_Fiscal_Deficits,Gujarat,1991-92,1876
Gross_Fiscal_Deficits,Gujarat,1992-93,1174
Gross_Fiscal_Deficits,Gujarat,1993-94,526
Gross_Fiscal_Deficits,Gujarat,1994-95,1292
Gross_Fiscal_Deficits,Gujarat,1995-96,1746
Gross_Fiscal_Deficits,Gujarat,1996-97,2358
Gross_Fiscal_Deficits,Gujarat,1997-98,3175
Gross_Fiscal_Deficits,Gujarat,1998-99,5619
Gross_Fiscal_Deficits,Gujarat,1999-00,6792
Gross_Fiscal_Deficits,Gujarat,2000-01,7988
Gross_Fiscal_Deficits,Gujarat,2001-02,6511
Gross_Fiscal_Deficits,Gujarat,2002-03,6080
Gross_Fiscal_Deficits,Gujarat,2003-04,9160
Gross_Fiscal_Deficits,Gujarat,2004-05,8700
Gross_Fiscal_Deficits,Gujarat,2005-06,6270
Gross_Fiscal_Deficits,Gujarat,2006-07,5650
Gross_Fiscal_Deficits,Gujarat,2007-08,4770
Gross_Fiscal_Deficits,Gujarat,2008-09,10440
Gross_Fiscal_Deficits,Gujarat,2009-10,15150
Gross_Fiscal_Deficits,Gujarat,2010-11,15070
Gross_Fiscal_Deficits,Gujarat,2011-12,11030
Gross_Fiscal_Deficits,Gujarat,2012-13,16490
Gross_Fiscal_Deficits,Gujarat,2013-14,18420
Gross_Fiscal_Deficits,Gujarat,2014-15,18380
Gross_Fiscal_Deficits,Gujarat,2015-16,22050
Gross_Fiscal_Deficits,Haryana,1980-81,112
